queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
-5459870143170781696,"{15.148649981,71.120036467,71.14881691,0.490283653,4.521321895,3.958995229,4.510365076,4.00973758,4.288613625,4.026853705,4.341815524,4.014221015,4.183324104,4.029296549,4.186910305,4.139109514,4.064721083,3.769216438}","{14.43764276,13.454713345,16.826293189,32.338531546,13.817049505,13.330362134}","{0.030930553,0.033439234,0.030094486,0.031590326,0.047480609,0.043522836,0.028627692,0.033078502,0.032588933,0.035054383,0.037604321,0.032249804,0.029827571,0.035010084,0.030189716,0.077594453,0.031633382,0.029292642}","{0.023150408,0.021533667,0.042722577,0.018719086,0.018636322,0.040097798}","{3.252153246329582,1.5516952818910288,1.2386351742477795,0.6892765787546249,0.2240629414094638,0.4704584877222342,0.058922830756255234,0.044948618621786424,0.04270338103843746,0.042675640861106756,0.04270338103843746,0.021646126072280947,0.02167386624961165,0.01928735557335301,0.019315095750683714,0.01928735557335301,0.019315095750683714,0.01928735557335301}","{3.2516254627325605,3.619285164974605,3.251494470785714,3.6191454402313017,3.251494470785714,3.6191454402313017}",18,6
7420183357700622221,"{0.193630663,0.127850513,0,1.177851334,0.692072639,0.209946426,0.144435796,1.186182111,0.758191146,0.225673013,0.152236133,1.3322209520000001,0.749214897,0.200928666,0.127941815,1.211784384,0.726137302,0.201249166,0.12945975}","{1.779112349,1.531510634,1.7074125,1.882481649,1.8984440949999999,1.829903609,1.540859099,2.142355749,1.5833684319999999,1.745642881,1.681447908,1.7946029399999999}","{0.011846978,0.012244162,0,0.011007269,0.013400806,0.012631807,0.012546668,0.013624673,0.014545935,0.014511446,0.014745915,0.014761035,0.01326826,0.013108561,0.012942459,0.012034013,0.012794724,0.011603181,0.012650946}","{0.008243621,0.008912427,0.007084441,0.020830374,0.007600341,0.009397017,0.008734107,0.009320044,0.007698399,0.007107788,0.007413993,0.018101258}","{0.15956796360100498,0.8121480374750751,0,0.054944874861974725,0.061239456611507447,0.1675104785846987,0.8034468997761122,0.054944874861974725,0.061239456611507447,0.17629052155618422,0.7939158817956796,0.054944874861974725,0.061239456611507447,0.17629052155618422,0.7939158817956796,0.054944874861974725,0.061239456611507447,0.18610577452754953,0.7833798302298971}","{3.9054411810908274,4.134926299257952,2.1536961241559784,3.0059238528781917,3.9047800211518195,3.8943508366266495,2.1530349642169715,3.005317789600768,3.9090091134822647,4.13849423164939,2.157264056547416,3.009194457570343}",36,12
2103229838344518222,"{0.054461889,0.044355681,0.097022761,0.042156925,0.078167279,0.047652985,0.049863094,0.039460403,0.043795531}","{0.038649718,0.041009831,0.048855615}","{2.6304390680000003,2.69658729,2.69041059,2.751073207,2.61525834,2.686830722,2.7071753320000003,2.7227739619999998,2.635194964}","{0.233316559,0.237011584,0.279299718}","{1.6326468404106098,0.8480794843478221,1.3645985398593248,1.0972437566841646,0.010790055153001576,0.010735736837262033,0.010693546299910896,0.9026224948928077,0.01060931445493618}","{1.6281108968438895,1.6281108968438895,1.6281108968438895}",9,3
-6682106289455670140,"{1.858423124,0.655256713,0.428197559,1.637255051,1.720676987,0.87471053,0.437647695,0.421597212,0.302881715}","{1.663789946,2.896614461,3.385761796}","{2.91352021,3.348532022,3.372969836,2.8901438649999998,2.783332992,2.780282413,3.239928846,2.799307474,2.944636806}","{0.269123641,0.297011666,0.295979873}","{3.1435965169898434,1.3680221368429495,0.5232620022979718,1.8209402454212034,1.0357075221766556,1.2787417038942464,1.0359119289162169,0.6705282541349107,0.6809218756093287}","{3.1287831031648063,3.1509408004128607,2.926686492137713}",9,3
1076878163750528468,"{0.197790112,0.180275239,0.185839404,0.179493555,0.179548635,0.206574164,0.185426628,0.185745395,0.190137689}","{0.174442982,0.219954629,0.177717551}","{0.257225006,0.248866138,0.264959848,0.250816569,0.255296246,0.289472984,0.253572158,0.253445044,0.248452201}","{0.118497794,0.155927569,0.11506233}","{0.6193229822811106,0.40901614864473607,0.40901614864473607,0.3765789399960829,0.2549431930790727,0.217019578133512,0.32319451948635225,0.00578324915244429,0.00578324915244429}","{0.6015224860732539,0.6015434339658509,0.6014206681320821}",9,3
4184495773567888797,"{0.086333068,0.068037424,0.074874705,0.051259636,0.042252345,0.055368452,0.057384683,0.048077172,0.064243187}","{0.087389473,0.114643155,0.093669309}","{0.114478005,0.111428206,0.132212735,0.117936319,0.133899147,0.120704704,0.154100491,0.144584604,0.149405913}","{0.070034282,0.066501261,0.065603148}","{1.6413104568798418,0.7193034865559108,1.0963432011983205,0.3740670187900443,0.1895868419776822,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541}","{1.6428562008791687,1.9147645675152793,1.642525620909665}",9,3
146477119612211947,"{0.372206253,3.430403918,0.448773922,0.34271823,0.067536733,0.233699362,0.09693735,0.069670729,0.075862972}","{0.345584221,0.416800711,0.385778717}","{0.330930931,0.372783426,0.353354978,0.339328732,0.383040556,0.328776012,0.38257272,0.387134853,0.347555963}","{0.136306652,0.178403429,0.175191831}","{1.4622926340965392,2.0105195925663017,1.4216142807268595,1.682185544466262,0.598012840851464,0.8836600154722829,0.7464321887786476,0.29746338927215293,0.5362599077975012}","{1.4318092830185192,1.4315062513798074,1.4315062513798074}",9,3
7915967579038312663,"{20.677461581,8.79460723,9.625649404,12.138140897,53.263438574,74.54264817,10.321233594,8.98349548,9.057111618}","{20.429043754,21.572297636000002,20.286722897}","{0.187321602,0.186977419,0.203535678,0.196231494,0.215360553,0.192063378,0.184130347,0.18741282,0.183524515}","{0.080902963,0.097961602,0.091630927}","{1.7936633721859012,0.9938150632367605,0.8795309566402874,0.7605735552068963,1.1539390807047933,1.7547731594974516,0.5704781086583666,0.05730931344067533,0.04883379038339208}","{1.7842026035937393,1.7695287823584567,1.7899280321874533}",9,3
-2444720784039749802,"{7.330028022,2.775453561,7.308084505,2.736104897,7.345526642,2.6672296490000003,7.752241797,2.669063115,7.66621898,2.64281975,7.364623607,2.7295918649999997,7.35123151,2.745532759,7.354309483,2.635004935,7.383967796,2.70422909}","{7.21239203,2.8563350400000003,8.372686345,3.324723795,7.6749795,3.018606741}","{0.032732891,0.034165466,0.030508684,0.030985647,0.029677421,0.05382728,0.028174637,0.035225314,0.03136724,0.034997238,0.029464155,0.031236408,0.031158592,0.036102098,0.032813251,0.031511679,0.029595267,0.030810216}","{0.015142336,0.017767341,0.019626548,0.017009455,0.016677778,0.019870837}","{0.21517000118060636,0.7124501448548952,0.07787025944602988,0.6489921636752475,0.13498251617099255,0.5975911836120551,0.18124341703282998,0.5559564080413951,0.21871466761097746,0.5222321647035961,0.2490663518075673,0.49491561384581584,0.2736513161906683,0.47278920740688035,0.2935650863299816,0.45486680959218295,0.3096952543373651,0.4403496496640098}","{0.205012584645605,0.9101012897719762,0.28332946116411806,0.9884181662904893,0.28211670843468617,0.9872054135610574}",18,6
1038524182031953798,"{0.124555646,0.238821684,0.138223945,0.096564966,0.120745225,0.088959358,0.095658323,0.106461454,0.116527652}","{0.119928265,0.159384791,0.130346427}","{0.114751052,0.115879406,0.136588956,0.112939858,0.128180693,0.145331476,0.121888612,0.120451498,0.124916937}","{0.067420411,0.071648276,0.070019605}","{2.2470962908767365,0.9471019453851426,0.7310593653362251,1.1538478357859716,0.9214831630257769,0.5655733479633532,0.5156874894778101,0.1429663896021116,0.5879239265366676}","{2.243491368929793,2.24314504705698,2.24314504705698}",9,3
7100159318594498086,"{0.553441631,0.722280521,0.611857775,0.494530074,0.689078291,0.579441278,0.594856521,0.590138597,0.560939272}","{0.626373405,0.722503073,0.5501648}","{0.065716533,0.07270175,0.072212803,0.070005519,0.077004304,0.090060961,0.102705885,0.078622549,0.093362392}","{0.03570581,0.034296664,0.03508544}","{0.7553218969903948,0.3293103233924226,0.06059704869875564,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733}","{0.762169173556856,0.756218977526968,0.7559521501927443}",9,3
9105500078934324812,"{4.6588335579999995,5.956116297,5.071577053,4.440035289,5.314824357,4.489295166,7.969526446,4.99186192,4.155619186}","{3.9218872620000003,5.080392924,4.617601913}","{0.15103863,0.122366967,0.109228066,0.117673694,0.125810975,0.121361046,0.119314264,0.108375391,0.113669588}","{0.057635531,0.052403836,0.055129253}","{3.2719649516377234,2.3652362779718032,2.4049972320229935,1.5160551522198946,0.8878385511286725,1.107895153894397,1.04829685152787,0.9960705750636454,0.06073830412967659}","{3.2622095262589,3.9273632708001367,4.133542899218399}",9,3
-4983731566966487840,"{0.346176919,0.306556172,0.388002567,0.309312984,0.343591596,0.347661714,0.378682461,0.358606188,0.356708213}","{0.364778687,0.345747592,0.368073531}","{0.105184532,0.124053671,0.139778192,0.113085068,0.101224673,0.135102293,0.124396947,0.125946706,0.122486648}","{0.058924792,0.053910949,0.056309233}","{0.6428003925414563,0.05867350863298248,0.09728923321471243,0.051333000069779706,0.051333000069779706,0.0945755698159691,0.0945755698159691,0.06931471805599451,0.06601401719618526}","{0.642801197752784,0.64243755978633,0.64243755978633}",9,3
-5951735317690032369,"{0.256273715,0.290144857,0.503248056,2.011212314,0.255335043,0.299934241,0.294496879,0.309618616,0.285227665}","{0.26051189,0.268177973,0.212786275}","{0.062887217,0.062841054,0.055226498,0.051619155,0.067892875,0.065848507,0.068256482,0.066566923,0.061670473}","{0.036356331,0.034260309,0.029226074}","{2.4429339328166524,1.053923631607359,1.7427688867898912,1.8829435772874439,0.28067616439280535,0.16944075546186588,0.16585528206533415,0.16585528206533415,0.16585528206533415}","{2.441099894325591,2.4407171175187976,2.4407171175187976}",9,3
2494719406442254794,"{8.648051484,8.671714067,9.083101306,8.69136339,9.212842099,9.058478412,8.75746355,9.053821249,8.975806104}","{9.603643408,13.962983664,10.347825354}","{0.025546825,0.028497442,0.026915658,0.027041891,0.027809897,0.027634386,0.033279374,0.024163145,0.029648614}","{0.015038585,0.013460643,0.014607461}","{1.9333530738406604,0,0,0,0,0,0,0,0}","{1.9424432378726564,2.020244005610026,2.020186643903615}",9,3
-5845388691995996195,"{3.497995062,1.7133044549999998,1.667043174,1.670497781,2.517111721,1.466329949,1.496741168,1.507231553,1.527041474}","{3.567172905,4.208159582,3.780222558}","{0.102752128,0.097768613,0.125957076,0.125129422,0.126034912,0.104545213,0.11743213,0.124144492,0.115994967}","{0.050940398,0.05349969,0.045543568}","{3.089249209647721,2.0168261424999505,1.1910880524374399,0.7884249168927719,2.2183617199107175,1.426288733576525,0.7279122241464162,0.06675283799869905,0.026949825036634352}","{3.0707851971726106,3.0704215592061566,3.069731893099539}",9,3
-4506995590541967356,"{0.25522085,0.226393293,0.220661081,0.23356339,0.220990841,0.221820971,0.272487901,0.239270392,0.222182153}","{0.232153552,0.231382604,0.24813731}","{0.071451763,0.070030179,0.058077158,0.062640773,0.058139121,0.053133503,0.06999595,0.065081062,0.05704816}","{0.02773281,0.024273098,0.025632864}","{0.9858526896212094,0.1444430444880571,0.0066765696312261254,0.0066765696312261254,0.0066765696312261254,0.0066765696312261254,0.0066765696312261254,0.0066765696312261254,0.0066765696312261254}","{0.9858526896212094,0.9854486474362605,0.9854486474362605}",9,3
-3475685009172437784,"{0.237726827,0.239997946,0.336348323,0.199936081,0.472420736,0.750999306,0.285417845,0.178240629,0.288556931}","{0.272043666,0.394148043,0.281537733}","{2.300752356,2.401562055,2.598703818,2.44701003,2.360189159,2.444057176,2.497137241,2.458294434,2.333102929}","{0.268323703,0.29686505,0.254981365}","{2.2746725609867355,1.3900727927012133,0.9526196194696452,1.0364636052059337,0.6395209644868928,1.0254844192119152,0.692525695404007,0.046654563418732975,0.5867952355749059}","{2.2746928560778996,2.2733978454992445,2.2733978454992445}",9,3
5068614643165729469,"{0.543465456,0.623484514,0.543434691,0.534708843,0.543630102,0.654763598,0.490666067,0.525552795,0.536784634}","{0.529655916,0.661695164,0.541545311}","{0.203043619,0.204041931,0.210609453,0.192321565,0.218139449,0.201864296,0.226499886,0.252030025,0.232503701}","{0.085744044,0.10176441,0.078669554}","{1.6448311238828526,0.678451196272428,1.0607093830141971,1.0779443558686133,0.332347297250351,0.24434573767513135,0.8246135455300945,0.3701992110694214,0.5472717171535497}","{1.6341888531634994,1.6064244573616635,1.602912772374649}",9,3
607840843579539521,"{4.482679642,7.459387704,8.88141733,72.890910965,77.802453985,83.645397306,3.026118823,3.001262211,3.150808325}","{4.306589337,5.133644038,4.318627908}","{0.060269261,0.077256869,0.057975324,0.052966038,0.054881238,0.057254502,0.073900257,0.054435506,0.053065917}","{0.03201243,0.031296505,0.049111699}","{2.928014179892667,1.24546853421479,0.9933626482395103,1.7696221746798713,1.6007261386153864,1.1817239921204483,0.029069341320252684,0.029069341320252684,0.029069341320252684}","{2.9185033436121466,2.9130552989889393,2.913958661259594}",9,3
-1829334865866162189,"{0.480205386,6.829647224,0.735421807,0.763314579,0.667293532,0.519074501,0.500729409,0.506954427,0.503514649}","{0.672477189,0.613807973,0.529364336}","{0.072003278,0.076629824,0.0829594,0.074199725,0.077230856,0.078849913,0.075759505,0.080052548,0.075545075}","{0.03970851,0.03261923,0.037767334}","{1.7566792128636284,2.1572994747114542,0.5983682826341612,0.18284983375623987,0.05413059736608343,0.05180459658433878,0.04958200845579709,0.04958200845579709,0.04745402773485729}","{1.710099431753886,1.7110508810420053,1.7136562372170707}",9,3
-2924466581088026648,"{0.200965485,0.182779536,0.204750688,0.180451701,0.181029636,0.195256594,0.183348833,0.201172454,0.189060093}","{0.198063711,0.214331328,0.174405578}","{0.04169369,0.045104168,0.042635471,0.079356376,0.042430481,0.04242491,0.046702744,0.04162459,0.043043507}","{0.015457049,0.019328261,0.016867039}","{1.1420456967397143,0.17759229139607216,0.006928413862140224,0.006928413862140224,0.006928413862140224,0.006928413862140224,0.006928413862140224,0.006928413862140224,0.006928413862140224}","{1.1318882636461034,1.1615266910093305,1.1594211181338243}",9,3
-310926232940389306,"{0.982294046,0.911667929,0.808884429,0.906218061,0.927464645,0.966680619,3.36082412,1.854665953,1.311927816}","{0.986450006,1.087449655,1.0560164}","{0.127640354,0.136438244,0.138775979,0.127034902,0.115015278,0.135477904,0.124958359,0.126540534,0.12336842}","{0.059688303,0.06989856,0.057717971}","{2.079260897304205,1.312299446830073,0.6384443328238816,0.588160157670934,0.7743892066147464,0.7065729012028578,0.5630037217618294,0.8887562527356593,0.7004197607493735}","{2.072530676179629,2.071019830504532,2.071019830504532}",9,3
-321921298358758659,"{1.522736715,1.536201121,1.568091947,1.582638343,1.531683035,1.489174759,1.5879740820000001,1.486007355,1.482743098}","{1.605197491,1.6669605650000001,1.494637469}","{0.107612316,0.102796195,0.112598125,0.103259592,0.100639393,0.112606571,0.112836782,0.109344309,0.105132187}","{0.066499614,0.066331998,0.057203704}","{0.9038244548393712,0.21916220124956226,0.4496200569824902,0.13126678994871782,0,0,0,0,0}","{0.9012970580611747,0.904994803484709,0.8846017040929297}",9,3
