queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
7221379846823333251,"{13.265398601,6.138073368,12.766835981,10.179321666,5.971791771,9.971443845,5.029047855,9.644887562,4.625406346,8.532044828,8.495258302,8.410371121,8.70103973,8.43134165,8.687675524,8.897242971,9.065305342,8.778252944}","{13.222563745,14.949845631,13.18607893}","{0.074935737,0.061325253,0.060940923,0.063324901,0.061107347,0.062423338,0.066416111,0.068034267,0.061616695,0.06238007,0.067580799,0.060866367,0.068748823,0.065038261,0.071191264,0.057910256,0.064095752,0.057170211}","{0.028447846,0.030013616,0.026294896}","{1.3398669129373066,0.7124395119776907,0.5658010755503671,0.5021376502983593,0.27881103445014854,0.39603438157089776,0.20138134984483586,0.32967050760634703,0.18057871345257284,0.07289924383145384,0,0,0,0,0,0,0,0}","{1.3367139226071094,1.3188467452312524,1.3361929189050494}",18,3
299267792258938541,"{0.583759882,0.678917205,0.533649234,0.513591128,0.547547585,0.524274118,0.54170897,0.492501267,0.572461,0.53873291,0.512625642,0.531410861,0.527009566,0.557609557,0.59029917,0.60758347,0.543110129,0.514306035}","{0.508283416,0.650165563,0.586143965}","{0.065108285,0.060432277,0.063576364,0.057474463,0.055851357,0.05774792,0.073311059,0.063992256,0.068313987,0.069230331,0.059986231,0.058164488,0.052401722,0.062361082,0.07121617,0.071750405,0.061716371,0.060713623}","{0.027296153,0.029154473,0.029237474}","{2.5643505142145413,1.6698263464491883,0.8415045506562452,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362}","{2.5675013835307574,2.7549262791379765,2.7549262791379765}",18,3
-2202723705874175045,"{2.576222852,1.387063232,1.134745803,1.367560685,1.628243442,4.445826428,1.746687796,2.8907166909999997,5.165960156,3.793437688,2.844886559,1.1277088690000001,1.00656274,1.176164953,1.097047104,1.117421128,1.242468691,1.091197031}","{2.636246789,3.963932664,2.469016606}","{0.130504182,0.129414109,0.121169874,0.124137077,0.132396493,0.127166596,0.124984222,0.125486345,0.152437395,0.124739732,0.126542431,0.119285991,0.120166653,0.133070192,0.13382201,0.124694107,0.128517645,0.128135128}","{0.058713256,0.053954308,0.051518367}","{2.56168895156124,1.4645593294877202,0.6557654621107865,0.584768752575487,0.9550556707635032,0.5358703578496042,0.823452901262156,0.7387874587707043,0.6660545080748629,0.43826180126588254,0.34219775906467625,0.013246941253058784,0.01210271045665122,0.01154169285509002,0.010987822169114812,0.01044091859490352,0.009900809029748827,0.009900809029748827}","{2.5540740700847384,2.552425874802814,2.552425874802814}",18,3
316739818532851506,"{1.599031513,1.345781708,1.33027411,1.935612169,1.4104835119999999,1.436085293,1.376713096,1.339823996,1.340435368,1.643869123,1.754166793,1.6059924319999999,1.6977608210000001,1.66386184,1.64933364,1.6650190089999999,1.73531712,1.6502670799999999}","{1.663598369,1.787766928,1.615638373}","{0.093887743,0.073946158,0.074759475,0.065582966,0.078210475,0.085990833,0.082995573,0.067758185,0.06799547,0.068037229,0.074313769,0.073693432,0.074309641,0.074732884,0.067141288,0.065596253,0.065374808,0.066647772}","{0.032666837,0.035604978,0.033759106}","{0.7825074196297968,0.49440773530687326,0.1403182580171253,0.006543501980910212,0.006543501980910212,0.006543501980910212,0.006543501980910212,0.006543501980910212,0.006543501980910212,0.15815539643209275,0,0,0,0,0,0,0,0}","{0.7598610987708787,0.760059968799612,0.7579948201932276}",18,3
5596001239447068866,"{0.21966968,0.232818771,0.220836822,0.221429698,0.232693851,0.231989643,0.224607232,0.223559908,0.224620629,0.228402936,0.248860874,0.228002478,0.217122849,0.242026508,0.227561598,0.222957275,0.225505939,0.239927951}","{0.215932062,0.206997777,0.200994918}","{0.018062557,0.017743158,0.015989461,0.015608731,0.015617929,0.016356786,0.016364211,0.015267709,0.014357298,0.02495442,0.018936985,0.018069237,0.01695043,0.016590639,0.015165417,0.015149533,0.016527227,0.014370055}","{0.008641032,0.009470719,0.009142498}","{1.3936150411717252,0.009815252971365318,0.009815252971365318,0.009815252971365318,0.009815252971365318,0.009815252971365318,0.009815252971365318,0.009815252971365318,0.009815252971365318,0,0,0,0,0,0,0,0,0}","{1.3799231202307853,1.3572016883154099,1.3721351926800096}",18,3
-4608735958739764665,"{4.25545503,12.246320447,4.204166349,4.375900909,4.442052633,4.607826074,4.540231436,4.632971181,4.582264231,4.277047049,4.329382747,4.420872275,4.438251473,4.526886673,4.349733936,4.234495735,4.252533962,4.46992864}","{4.253389931,4.643622205,4.324776842}","{0.013145344,0.013610766,0.013991046,0.01291267,0.015409582,0.014205214,0.0150286,0.014354432,0.012792901,0.025588014,0.015181893,0.015025652,0.014994945,0.018195962,0.013048841,0.013224708,0.0135542,0.014961885}","{0.008092002,0.008159282,0.009825518}","{1.9779010350527455,0.883740882593475,0.05120867110340268,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.011127616052043543,0.011127616052043543,0.011127616052043543,0.011127616052043543,0.011127616052043543,0.011127616052043543}","{1.978573646757589,1.9721620080345408,1.9728345039032373}",18,3
3199076743843001296,"{7.353013042,3.934216879,0,7.127336375,3.880885022,7.325428376,3.882381556,7.085652913,3.850047192,7.227905386,3.875128887,7.5410160269999995,4.175223562,7.465216682,4.158134172,7.245174857,4.205815114,7.48961931,4.077851995}","{13.700175038,22.17110023,16.13505867,27.083177699,13.377681495,21.926350829}","{0.053701568,0.033947781,0,0.032233227,0.041202911,0.03392107,0.035741473,0.030227758,0.036589836,0.038086292,0.032198843,0.055248759,0.033670772,0.054731604,0.036466177,0.046450074,0.036557602,0.036439444,0.028359147}","{0.017525838,0.019490976,0.02183785,0.020271705,0.017097478,0.018335522}","{0.020704338554777713,0.014257915644483851,0,0.025569594346008362,0.013953103652937157,0.025085212331046103,0.0136900394258858,0.024648700511156085,0.01340591953049207,0.024255729709305673,0.010743577029751636,0.02145030714976176,0.010520346254320176,0.021131671194638824,0.010361706810174162,0.020844407594066305,0.010171619240152849,0.02058576497038328,0.010023501519781694}","{3.8446119795115643,3.292541069708294,3.8444722547682617,3.2752483979669487,3.8444722547682617,3.2900290533901106}",36,6
6624959997497422723,"{0.767394468,0.679733887,0.306519709,0.223725429,0.231889363,0.220847344,0.231016567,0.223955067,0.222804577,0.267386074,0.247030999,0.285834459,0.241187478,0.280358196,0.258080943,0.238698292,0.287548507,0.256473485}","{0.780784625,0.790607778,0.258432162}","{2.806522249,2.7734919749999998,2.793738007,2.810116748,2.7401786230000003,2.858880172,2.769356165,2.822795338,2.802248575,2.705811469,2.685924951,2.97305748,2.693336242,2.827680531,2.903609014,2.707662601,2.737515416,2.741870933}","{0.255186965,0.278215983,0.233722255}","{2.8362046351433325,1.4859329275649846,1.175737034229518,0.5516969734036693,0.73313761807688,0.03287882500581401,0.03287882500581401,0.01728401315549999,0.01728401315549999,0.01728401315549999,0.010271645586501732,0.010271645586501732,0.005135822793250866,0.005135822793250866,0.005135822793250866,0.005135822793250866,0.005135822793250866,0.005135822793250866}","{2.8514538196268697,2.4059401626930943,1.8194609084408322}",18,3
-7994933085961275538,"{0.081395244,0.044065009,0.127076885,0.045151151,0.045063416,0.05842803,0.043152255,0.041100913,0.043130411,0.061877552,0.060900516,0.052393106,0.047720571,0.046798418,0.046878282,0.044474443,0.048000945,0.039277743}","{0.066533577,0.071197344,0.058302336}","{0.249284298,0.243396141,0.240452155,0.242343636,0.244886852,0.244075018,0.260518317,0.258632818,0.239353037,0.246473555,0.279097305,0.284874196,0.238695941,0.245452847,0.245937379,0.246556522,0.26356222,0.238039162}","{0.109037794,0.142937592,0.114332428}","{1.2309663549421606,0.4488591341241532,0.7511426682024801,0.1376098274144958,0.10889862967408026,0.07445368912472743,0.07445368912472743,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715,0.0055638080260217715}","{1.2250964623525946,1.2248055519794314,1.2248055519794314}",18,3
-5459870143170781696,"{3.769216438,4.057040008,0,3.687648371,4.037364167,3.821165229,4.116132911,3.729030867,4.13118319,3.648436217,4.32637783,3.997347698,4.061347375,3.8843682680000002,4.49115973,3.8574385920000003,4.392947902,3.825069605,4.377867708}","{14.43764276,13.454713345,16.826293189,32.338531546,13.817049505,13.330362134}","{0.029292642,0.036018499,0,0.034654099,0.03478842,0.034721262,0.031928573,0.029010686,0.033357102,0.031909384,0.036634656,0.035772923,0.031705934,0.036314364,0.031313969,0.034533579,0.032240559,0.035559392,0.031490755}","{0.023150408,0.021533667,0.042722577,0.018719086,0.018636322,0.040097798}","{0.01928735557335301,0.021031062177735232,0,0.013199637624981594,0.012514758789300126,0.013102562810491256,0.012361186583461123,0.010307594495925818,0.009771546626630365,0.010210419059700368,0.009650623621306628,0.010113193234343218,0.009534638993705755,0.009768391891563796,0.009431345635611862,0.009671065131008447,0.009342961390057178,0.009573687824223395,0.009259450864474536}","{3.2516254627325605,3.619285164974605,3.251494470785714,3.6191454402313017,3.251494470785714,3.6191454402313017}",36,6
7420183357700622221,"{0.810028147,0.196236074,0.132034632,1.233044689,0.96910795,0.212027531,0.153229312,1.256309673,1.1915122,0.228747943,0.141917261,1.374106705,1.140666944,0.203991909,0.133558404,1.207386138,0.897478666,0.215142864,0.167124958}","{1.779112349,1.531510634,1.7074125,1.882481649,1.8984440949999999,1.829903609,1.540859099,2.142355749,1.5833684319999999,1.745642881,1.681447908,1.7946029399999999}","{0.013931534,0.011666041,0.012432448,0.011867421,0.014434789,0.012790513,0.013603399,0.013770727,0.01258003,0.013463136,0.014014662,0.013411642,0.013546225,0.051558211,0.020457478,0.014262595,0.014337555,0.015858948,0.014222533}","{0.008243621,0.008912427,0.007084441,0.020830374,0.007600341,0.009397017,0.008734107,0.009320044,0.007698399,0.007107788,0.007413993,0.018101258}","{0.061307124397918834,0.19870944721862296,0.358351893845611,0.05552048838305207,0.06129647409011043,0.19862601258759072,0.358351893845611,0.055468759617532414,0.06129647409011043,0.19849420142572938,0.358351893845611,0.055425161416832236,0.061285825143276906,0.19839747268771632,0.358351893845611,0.05538305190805631,0.061275177557070105,0.19831535102636075,0.358351893845611}","{3.9054411810908274,4.134926299257952,2.1536961241559784,3.0059238528781917,3.9047800211518195,3.8943508366266495,2.1530349642169715,3.005317789600768,3.9090091134822647,4.13849423164939,2.157264056547416,3.009194457570343}",72,12
2103229838344518222,"{0.054461889,0.044355681,0.097022761,0.042156925,0.078167279,0.047652985,0.049863094,0.039460403,0.043795531,0.202742834,0.074141826,0.056408191,0.044617799,0.083932216,0.045752112,0.044274208,0.128523244,0.041674539}","{0.038649718,0.041009831,0.048855615}","{2.6304390680000003,2.69658729,2.69041059,2.751073207,2.61525834,2.686830722,2.7071753320000003,2.7227739619999998,2.635194964,2.599756005,2.573810344,2.827062867,2.644850225,2.639201645,2.693693199,2.61397176,2.674756495,2.81565908}","{0.233316559,0.237011584,0.279299718}","{1.6326468404106098,0.8480794843478221,1.3645985398593248,1.0972437566841646,0.010790055153001576,0.010735736837262033,0.010693546299910896,0.9026224948928077,0.01060931445493618,1.277023728861172,0.6056120412590253,0.010519285958273037,0.010495316638102008,0.010471363393934998,0.005684430689703582,0.0056664853150453776,1.0517500694176558,0.3319618799699527}","{1.6281108968438895,1.6281108968438895,1.6281108968438895}",18,3
-6682106289455670140,"{1.858423124,0.655256713,0.428197559,1.637255051,1.720676987,0.87471053,0.437647695,0.421597212,0.302881715,0.556087679,0.786061831,0.695385084,0.433863588,0.352364223,0.796865265,0.555766457,0.404411168,0.385059346}","{1.663789946,2.896614461,3.385761796}","{2.91352021,3.348532022,3.372969836,2.8901438649999998,2.783332992,2.780282413,3.239928846,2.799307474,2.944636806,2.981569338,3.035109717,2.988098807,2.912651356,2.770871102,3.210622678,2.820420678,2.793198909,3.060460422}","{0.269123641,0.297011666,0.295979873}","{3.1435965169898434,1.3680221368429495,0.5232620022979718,1.8209402454212034,1.0357075221766556,1.2787417038942464,1.0359119289162169,0.6705282541349107,0.6809218756093287,1.0832532957230459,1.040036200476989,1.2735253365428334,0.3339157163206925,0.8425845402238022,0.3564027310889718,1.2364137682539575,0.5674980302789405,0.18258989885254226}","{3.1287831031648063,3.1509408004128607,2.926686492137713}",18,3
1076878163750528468,"{0.197790112,0.180275239,0.185839404,0.179493555,0.179548635,0.206574164,0.185426628,0.185745395,0.190137689,0.196387602,0.206387879,0.196534391,0.190108662,0.180036027,0.173731411,0.193477754,0.199620159,0.182346176}","{0.174442982,0.219954629,0.177717551}","{0.257225006,0.248866138,0.264959848,0.250816569,0.255296246,0.289472984,0.253572158,0.253445044,0.248452201,0.245972847,0.29528023,0.284696934,0.244853815,0.251544969,0.252493945,0.246603668,0.29667017,0.251483121}","{0.118497794,0.155927569,0.11506233}","{0.6193229822811106,0.40901614864473607,0.40901614864473607,0.3765789399960829,0.2549431930790727,0.217019578133512,0.32319451948635225,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.00578324915244429,0.0053412557049809005}","{0.6015224860732539,0.6015434339658509,0.6014206681320821}",18,3
4184495773567888797,"{0.086333068,0.068037424,0.074874705,0.051259636,0.042252345,0.055368452,0.057384683,0.048077172,0.064243187,0.064478111,0.051921062,0.062293439,0.066493446,0.059764448,0.047948139,0.059887104,0.055176642,0.048354857}","{0.087389473,0.114643155,0.093669309}","{0.114478005,0.111428206,0.132212735,0.117936319,0.133899147,0.120704704,0.154100491,0.144584604,0.149405913,0.186767292,0.113939843,0.126447345,0.131136341,0.139699364,0.120642633,0.13644587,0.139175467,0.118463901}","{0.070034282,0.066501261,0.065603148}","{1.6413104568798418,0.7193034865559108,1.0963432011983205,0.3740670187900443,0.1895868419776822,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.04034751716129541,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635}","{1.6428562008791687,1.9147645675152793,1.642525620909665}",18,3
146477119612211947,"{0.372206253,3.430403918,0.448773922,0.34271823,0.067536733,0.233699362,0.09693735,0.069670729,0.075862972,0.062419719,0.098134364,0.119126633,0.059353819,1.184357469,0.069487901,0.068360948,0.067195531,0.217677134}","{0.345584221,0.416800711,0.385778717}","{0.330930931,0.372783426,0.353354978,0.339328732,0.383040556,0.328776012,0.38257272,0.387134853,0.347555963,0.383099003,0.38583191,0.347924579,0.340638121,0.412112722,0.357228041,0.397880362,0.353740754,0.381984292}","{0.136306652,0.178403429,0.175191831}","{1.4622926340965392,2.0105195925663017,1.4216142807268595,1.682185544466262,0.598012840851464,0.8836600154722829,0.7464321887786476,0.29746338927215293,0.5362599077975012,0.42183648620672803,0.41183573020068387,0.4734269735456249,0.36334638481922743,1.3033241816963008,0.5457251870215565,0.26896030222043393,0.27971871430925127,0.9133297697759475}","{1.4318092830185192,1.4315062513798074,1.4315062513798074}",18,3
7915967579038312663,"{20.677461581,8.79460723,9.625649404,12.138140897,53.263438574,74.54264817,10.321233594,8.98349548,9.057111618,15.226643265,45.251582752,10.251229394,10.29873744,10.437208107,10.311783745,10.305306594,10.391948449,10.339701784}","{20.429043754,21.572297636000002,20.286722897}","{0.187321602,0.186977419,0.203535678,0.196231494,0.215360553,0.192063378,0.184130347,0.18741282,0.183524515,0.183105345,0.209625346,0.183304168,0.212799567,0.178070431,0.211624667,0.194201708,0.181235263,0.181542663}","{0.080902963,0.097961602,0.091630927}","{1.7936633721859012,0.9938150632367605,0.8795309566402874,0.7605735552068963,1.1539390807047933,1.7547731594974516,0.5704781086583666,0.05730931344067533,0.04883379038339208,0.6844020584048516,0.8235000451256101,0.0437151607210186,0.07196658446144301,0.06713962531595284,0.0363458776039711,0.033600266875011296,0.05773582416733312,0.02858528449647242}","{1.7842026035937393,1.7695287823584567,1.7899280321874533}",18,3
-2444720784039749802,"{2.70422909,7.684785877,0,2.891969321,7.36764244,2.851237562,11.144530964,3.0343404,7.776777672,2.9288878179999998,7.666459528,2.923591852,7.43185696,2.781474809,10.151630803,2.880640106,9.764290729,2.828841205,9.801444959}","{7.21239203,2.8563350400000003,8.372686345,3.324723795,7.6749795,3.018606741}","{0.030810216,0.031795678,0,0.034551753,0.035364567,0.03611503,0.030435274,0.030826797,0.0317964,0.078462271,0.029589933,0.036002858,0.031719734,0.030799812,0.030467107,0.035836288,0.031521391,0.030941813,0.032424048}","{0.015142336,0.017767341,0.019626548,0.017009455,0.016677778,0.019870837}","{0.4403496496640098,0.39741090919965777,0,0.472557594454614,0.279782248256652,0.4532808446123654,0.3674319879493988,0.4376669172936274,0.31118395208248173,0.42501946412559566,0.3225665951323573,0.41477498634343934,0.3317865204933269,0.40647698920580033,0.3392547830225746,0.39975572026764905,0.34530401118023935,0.39431136022073476,0.3502039367893005}","{0.205012584645605,0.9101012897719762,0.28332946116411806,0.9884181662904893,0.28211670843468617,0.9872054135610574}",36,6
