fs,fss,nfeatures,features,targets,reliability,oids
-5949668645089970217,1700696607,8,"{{-1.3862943611198906,-0.9093813229874713,-1.9459101490553135,-1.1184536007002992,-10.420568570464626,-10.408405761837653,-1.77923003228001,-1.252762968495368}}",{10.16018192736142},{1},"{16425,16440,16447,16457,16478,16507}"
1524343667767028728,1799566867,6,"{{-1.3862943611198906,-4.727387818712341,-0.02774688348990703,-10.420568570464626,-10.408405761837653,-4.727387818712341}}",{12.65879976665235},{1},"{16425,16435,16440,16457,16471,16478}"
5372730239182956237,808585303,13,"{{-1.7785668925906666,-10.399707023912757,-1.9459101490553135,-1.1351725646666098,-1.252762968495368,-4.727387818712341,-0.6205165092208073,-4.727387818712341,-12.367328027087364,-0.027073011310292976,-1.3862943611198906,-0.9166616375791621,-10.420568570464626}}",{10.061559107106623},{1},"{16418,16425,16435,16440,16447,16457,16471,16478,16507}"
7721649514993682563,-1060198274,9,"{{-0.6003735468458322,-8.221736713706495,-1.3862943611198906,-1.3862943611198906,-3.351265039837249,-15.242824734036668,-0.8799588309059216,-4.727387818712341,-4.727387818712341}}",{1.6094379124341003},{1},"{16430,16413,16399,16435,16471,16488,16507}"
-1889760809355916724,-1642549,5,"{{-13.037511122377854,-9.860952782529203,-4.727387818712341,-4.727387818712341,-10.399707023912757}}",{11.06195554002416},{1},"{16435,16440,16471,16478}"
4445581228366823766,660590267,4,"{{-0.603522093538108,-1.3862943611198906,-14.743062444355063,-1.3862943611198906}}",{7.641564441260972},{1},"{16430,16413,16507}"
-3475685009172437784,-489893750,4,"{{-9.210340371976182,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{11.361416293286421},{1},"{16430,16413,16413}"
-6682106289455670140,-352170068,1,{{-13.03782086184206}},{1.0986122886681098},{1},{16471}
-1573023350148659030,450362105,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16435}
2494719406442254794,1682084828,1,{{-1.0175867902620463}},{11.34855776873237},{1},{16418}
6841805925482126349,1783218718,8,"{{-9.210340371976182,-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-10.408405761837653}}",{8.738414897167749},{1},"{16430,16413,16413,16435,16440,16471,16478}"
-310926232940389306,1360573863,1,{{-11.44586643668829}},{0},{1},{16430}
-5459870143170781696,65100960,2,"{{-15.242824734036668,-4.827112054800375},{-15.242824734036668,-9.21114069214493}}","{0,0}","{1,1}",{16488}
3199076743843001296,1112310382,1,{{-11.806862931584517}},{0},{1},{16440}
7721649514993682563,-1163335421,2,"{{-15.242824734036668,-0.8788669357554462}}",{0},{1},{16488}
2399599952233934428,-280580803,2,"{{-9.860952782529203,-11.806862931584517}}",{0},{1},{16440}
5372730239182956237,-1418861635,12,"{{-1.77923003228001,-10.408405761837653,-1.9459101490553135,-1.1184536007002992,-1.252762968495368,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.9093813229874713,-10.420568570464626}}",{9.07165285220229},{1},"{16430,16413,16413,16425,16440,16447,16457,16478,16507}"
2399599952233934428,-1395660932,1,{{-11.935155179016734}},{4.250551152499988},{1},{16478}
1025902338300761143,-489893750,4,"{{-9.210340371976182,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{11.361416293286421},{1},"{16430,16413,16413}"
-4209927756710409746,-1532358405,7,"{{-1.0178805503185573,-1.77923003228001,-1.77923003228001,-3.510370556689883,-12.31028102152445,-10.832793221487778,-7.287787566045318},{-1.0174010043147557,-1.7785668925906666,-1.7785668925906666,-3.5670385779868155,-12.309584089222664,-10.828579440363352,-7.194626100062418}}","{1.0986122886681098,1.0986122886681098}","{1,1}","{16392,16418,16457,16464}"
6841805925482126349,-79600372,6,"{{-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-10.408405761837653}}",{8.738414897167749},{1},"{16430,16413,16435,16440,16471,16478}"
-5323664899700589841,522655739,13,"{{-1.3862943611198906,-0.716729743982762,-0.8599419075709918,-0.09757607864763095,-12.367328027087364,-4.689276708148014,-0.11241496692698875,-1.3862943611198906,-1.739495277423651,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.6931471805599453}}",{6.62273632394984},{1},"{16430,16413,16413,16418,16425,16457,16464,16483,16507}"
-1889760809355916724,-1393294563,2,"{{-4.3820266383991715,-13.438090485571795}}",{0},{1},{16464}
-6387362809141986757,-358063443,1,{{-1.3862943611198906}},{0},{1},{16413}
-4209927756710409746,-40896848,3,"{{-13.411920690492815,-3.510370556689883,-7.287787566045318},{-13.438090485571795,-3.5670385779868155,-7.194626100062418}}","{0,0}","{1,1}",{16464}
9105500078934324812,-182745457,6,"{{-0.8797805854486596,-10.407535888045164,-9.860952782529203,-15.242824734036668,-4.358341061076819,-3.354887707239938}}",{10.312845075359636},{1},"{16399,16440,16464,16478,16488}"
5372730239182956237,967032569,7,"{{-10.408405761837653,-4.727387818712341,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-0.02774688348990703,-10.420568570464626}}",{9.217415285648144},{1},"{16430,16413,16435,16440,16471,16478}"
2399599952233934428,-1905138157,7,"{{-4.727387818712341,-4.727387818712341,-9.219334027267664,-10.832793221487778,-9.860952782529203,-11.806862931584517,-4.355709330263225}}",{7.954372272531867},{1},"{16418,16435,16440,16457,16464,16478}"
2399599952233934428,-2026022516,5,"{{-3.351265039837249,-9.219334027267664,-10.832793221487778,-9.860952782529203,-11.806862931584517}}",{7.294377299288821},{1},"{16399,16418,16440,16457,16478}"
1025902338300761143,-1190700803,13,"{{-9.210340371976182,-0.605513364021787,-9.504277838590472,-15.242824734036668,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-2.966372460950337,-1.9459101490553135,0,-1.3862943611198906,-14.959841313840421,-10.399707023912757}}",{8.595264726836392},{1},"{16430,16413,16413,16406,16399,16440,16447,16478,16488,16507}"
-2216088972165640435,-391243692,15,"{{-1.4638956203698332,-1.5249363337913024,-1.021929065481837,-2.4849066497880004,0,-9.21114069214493,-14.959841313840421,-1.77923003228001,-9.320259410370216,-0.3445863992273025,-4.727387818712341,-3.915027513073413,-4.727387818712341,-4.946857182001198,-2.4849066497880004}}",{2.70805020110221},{1},"{16385,16406,16399,16435,16457,16464,16488,16502,16507}"
-5949668645089970217,-1197953682,5,"{{-0.9166616375791621,-1.1351725646666098,-10.420568570464626,-10.399707023912757,-1.7785668925906666}}",{10.263920426602184},{1},"{16440,16457,16478,16507}"
5068614643165729469,-2139692156,2,"{{-14.743062444355063,-0.6017664373005159}}",{0},{1},{16507}
-6387362809141986757,46551598,10,"{{-9.210340371976182,-15.242824734036668,-10.408405761837653,-1.9459101490553135,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-9.504277838590472,-1.3862943611198906,-0.6003735468458322}}",{12.153957961262721},{1},"{16430,16413,16413,16399,16440,16447,16478,16488,16507}"
2434959201386717317,-536179019,1,{{-13.038035668880262}},{1.0986122886681098},{1},{16471}
2399599952233934428,1865759099,5,"{{-13.038035668880262,-4.727387818712341,-4.727387818712341,-9.219334027267664,-10.832793221487778},{-13.037511122377854,-4.727387818712341,-4.727387818712341,-6.221048297753849,-10.828579440363352}}","{7.278628942320682,7.278628942320682}","{1,1}","{16418,16435,16457,16471}"
1524343667767028728,-525349160,5,"{{-0.9093813229874713,-1.9459101490553135,-10.420568570464626,-10.408405761837653,-1.252762968495368}}",{11.288343379461672},{1},"{16440,16447,16457,16478,16507}"
1693774000992751456,880348959,11,"{{-2.4849066497880004,-2.4849066497880004,-3.57214689205388,-1.464962438170828,-3.7598743309330156,-0.5674274313371713,-12.87346860647334,-10.399707023912757,-11.806862931584517,-15.242824734036668,-0.20444753907275423}}",{0},{1},"{16399,16440,16478,16488,16502,16507}"
-1723239386245354632,-1699758292,8,"{{-1.0986122886681093,-2.7623154614136407,-1.3862943611198906,-0.7196417322400421,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{8.996280439395015},{1},"{16430,16413,16413,16425,16457,16464,16483}"
7519382914444524780,-1696606584,5,"{{-4.727387818712341,-4.727387818712341,-6.221048297753849,-10.828579440363352,-5.360192784691717}}",{10.962891127978956},{1},"{16418,16435,16457,16464,16471,16478}"
2103229838344518222,1915731405,6,"{{-1.3862943611198906,-0.7196417322400421,-4.734519870581022,-1.3862943611198906,-3.7826452271286155,-2.772588722239781}}",{7.638679823876112},{1},"{16430,16425,16452,16457,16464,16483}"
-7110568913434103698,649322489,9,"{{-1.3862943611198906,-1.5503203183585135,-3.1009740208738745,-4.727387818712341,-4.727387818712341,-1.1184536007002992,-10.420568570464626,-10.408405761837653,-1.77923003228001},{-1.3862943611198906,-1.3362979417146221,-3.111097026120277,-4.727387818712341,-4.727387818712341,-1.1351725646666098,-10.420568570464626,-10.399707023912757,-1.7785668925906666}}","{3.9512437185814275,8.458928283284262}","{1,1}","{16425,16435,16440,16457,16464,16478,16507}"
-5323664899700589841,560001021,14,"{{-1.3862943611198906,-0.716729743982762,-0.8599419075709918,-0.09757607864763095,-12.367328027087364,-0.11241496692698875,-1.739495277423651,-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-1.3862943611198906,-11.806862931584517,-11.806862931584517,-2.772588722239781},{-1.3862943611198906,-0.7196417322400421,-0.8542572908450012,-0.09797250659770443,-12.367328027087364,-0.11133387618242173,-1.381701778177125,-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-1.3862943611198906,-11.806862931584517,-11.806862931584517,-2.772588722239781}}","{5.147494476813453,5.147494476813453}","{1,1}","{16430,16413,16418,16425,16440,16452,16457,16478,16483,16507}"
7721649514993682563,-1226961967,4,"{{-0.6008875285634276,-8.221606588180572,-1.3862943611198906,-1.3862943611198906}}",{5.673323267171493},{1},"{16430,16413,16478,16507}"
1025902338300761143,-403212645,2,"{{-0.6003735468458322,-14.743062444355063}}",{0},{1},{16507}
1524343667767028728,-1072245045,1,{{-4.727387818712341}},{0},{1},{16435}
5372730239182956237,-993449036,16,"{{-4.727387818712341,-3.042152118766473,-1.7785668925906666,-10.399707023912757,-1.9459101490553135,-1.1351725646666098,-1.252762968495368,-0.6205165092208073,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-12.367328027087364,-4.727387818712341,-0.9166616375791621,-10.420568570464626}}",{9.04699757378001},{1},"{16430,16413,16413,16418,16435,16440,16447,16457,16464,16478,16507}"
-7110568913434103698,-1952570385,11,"{{-1.3862943611198906,-1.3345371799272947,-4.727387818712341,-0.16371807944955802,-1.9459101490553135,-1.1184536007002992,-10.420568570464626,-10.408405761837653,-4.727387818712341,-1.77923003228001,-1.252762968495368}}",{8.123854263105914},{1},"{16425,16435,16440,16447,16457,16471,16478,16507}"
5372730239182956237,-1724795009,2,"{{-1.3862943611198906,-1.3862943611198906}}",{11.361416293286421},{1},"{16430,16413}"
1025902338300761143,2008492361,10,"{{-0.605513364021787,-9.504277838590472,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-1.9459101490553135,-4.727387818712341,-4.727387818712341,-10.399707023912757,-1.9556357123242274}}",{10.984394014085305},{1},"{16430,16413,16399,16435,16440,16447,16471,16478,16507}"
-3210595597316270705,79481792,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0},{1},{16413}
-3475685009172437784,2034977659,7,"{{-1.3862943611198906,-1.3862943611198906,-10.420568570464626,-4.727387818712341,-4.727387818712341,-10.407535888045164,-3.234978723872389}}",{4.430816798843313},{1},"{16430,16413,16435,16440,16471,16478}"
-1573023350148659030,-582096598,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16435}
2434959201386717317,-209844572,8,"{{-1.3862943611198906,-1.3862943611198906,-12.367328027087364,-1.9459101490553135,-4.727387818712341,-1.0178805503185573,-4.727387818712341,-1.9459101490553135},{-1.3862943611198906,-1.3862943611198906,-10.828579440363352,-1.9459101490553135,-4.727387818712341,-1.0174010043147557,-4.727387818712341,-1.9459101490553135}}","{11.377025555336783,11.377025555336783}","{1,1}","{16418,16425,16435,16447,16457,16471,16507}"
99813637196177449,-1450847665,3,"{{-1.1184536007002992,-14.743062444355063,-4.209047175467817}}",{10.797471323887743},{1},"{16457,16507}"
7915967579038312663,-2070489683,10,"{{-2.4849066497880004,-3.7227810056611594,-12.367328027087364,-14.959841313840421,-4.727387818712341,-0.6003735468458322,-1.0178805503185573,-4.727387818712341,-2.4849066497880004,-12.9658966843544}}",{14.381684224503632},{1},"{16385,16406,16399,16418,16435,16457,16464,16502,16507}"
-1573023350148659030,467876212,6,"{{-3.035193843098563,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-0.02774688348990703}}",{10.342935320141757},{1},"{16430,16413,16435,16464,16471}"
-4608735958739764665,-1505649685,1,{{-10.403077093213303}},{8.39931015075952},{1},{16478}
7721649514993682563,1556811095,7,"{{-0.602141129972643,-1.3862943611198906,-8.221289212022848,-1.3862943611198906,-1.3862943611198906,-0.6931471805599453,-14.743062444355063}}",{0.6931471805599453},{1},"{16430,16413,16413,16507}"
7721649514993682563,275087389,8,"{{-0.602141129972643,-1.3862943611198906,-8.221289212022848,-1.3862943611198906,-1.3862943611198906,-0.6931471805599453,-4.727387818712341,-4.727387818712341}}",{0.6931471805599453},{1},"{16430,16413,16413,16435,16471,16507}"
-6682106289455670140,-897695421,11,"{{-0.605513364021787,-5.360192784691717,-1.3862943611198906,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-3.387491713864136,-0.6931471805599453,-9.860952782529203,-10.399707023912757}}",{6.928537818164665},{1},"{16430,16413,16413,16399,16435,16440,16464,16478,16507}"
4184495773567888797,-1353870807,11,"{{-0.11241496692698875,-0.716729743982762,-0.5633711638748847,-4.821669202980955,-12.367328027087364,-1.739495277423651,-10.408405761837653,-0.20277735447343828,-3.7826452271286155,-11.806862931584517,-2.772588722239781},{-0.11133387618242173,-0.7196417322400421,-0.5674274313371713,-4.870004186141853,-12.367328027087364,-1.381701778177125,-10.399707023912757,-0.20444753907275423,-3.7826452271286155,-11.806862931584517,-2.772588722239781}}","{3.6375861597263857,3.6375861597263857}","{1,1}","{16418,16440,16452,16457,16464,16478,16483,16507}"
-5459870143170781696,106224369,1,{{-10.401012657809138}},{10.641608098738805},{1},{16478}
7102013096890644952,452409680,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0},{1},{16425}
816913887554954199,-2107790740,2,"{{-11.806862931584517,-10.401012657809138}}",{10.641608098738805},{1},"{16440,16478}"
-7110568913434103698,1900696910,10,"{{-0.6221918119769354,-12.367328027087364,-1.5503203183585135,-0.16371807944955802,-1.9459101490553135,-1.1184536007002992,-10.420568570464626,-10.408405761837653,-1.77923003228001,-1.252762968495368},{-0.6205165092208073,-12.367328027087364,-1.3362979417146221,-0.16454086175915236,-1.9459101490553135,-1.1351725646666098,-10.420568570464626,-10.399707023912757,-1.7785668925906666,-1.252762968495368}}","{5.030437921392435,9.31578088443418}","{1,1}","{16418,16440,16447,16457,16471,16478,16507}"
-4983731566966487840,-1407875821,8,"{{-6.199060255314546,-10.403077093213303,-1.8583978979173756,-9.319462216590084,-4.727387818712341,-10.197425019150417,-4.727387818712341,-3.373456758097796}}",{2.8903717578961645},{1},"{16399,16435,16440,16464,16471,16478,16507}"
-1889760809355916724,1432493251,9,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-3.351265039837249,-15.242824734036668,-0.8799588309059216,-4.727387818712341,-4.727387818712341}}",{12.714840152826692},{1},"{16430,16413,16413,16399,16435,16471,16478,16488}"
4445581228366823766,1777684117,12,"{{-7.287787566045318,-0.6003735468458322,-1.9459101490553135,-1.3862943611198906,0,-3.2442494944885993,-1.3862943611198906,-1.0178805503185573,-11.806862931584517,-12.367328027087364,-1.3862943611198906,-1.9459101490553135}}",{6.42648845745769},{1},"{16430,16413,16418,16425,16440,16447,16457,16464,16478,16507}"
-2216088972165640435,1586933653,13,"{{-1.4638956203698332,-1.5249363337913024,-1.021929065481837,0,-9.21114069214493,-12.367328027087364,-14.959841313840421,-1.77923003228001,-9.320259410370216,-0.3445863992273025,-3.915027513073413,-1.0178805503185573,-4.946857182001198}}",{2.70805020110221},{1},"{16385,16406,16399,16418,16457,16464,16488,16507}"
3350265702090035455,598292842,3,"{{-11.806862931584517,-10.408405761837653,-12.962028525026241}}",{15.995690022563991},{1},"{16385,16399,16440,16457,16478}"
-6571914703387389993,1522380127,2,"{{-2.4849066497880004,-2.4849066497880004}}",{0},{1},{16502}
-6846011022746249658,838549254,4,"{{-0.7473328615756838,-2.890371757896165,-3.7826452271286155,-3.049695822885855}}",{3.912023005428146},{1},"{16452,16471,16483,16507}"
1693774000992751456,807753391,22,"{{-3.373449119221902,-4.727387818712341,-3.9108213229262208,-1.4638956203698332,-4.727387818712341,-4.727387818712341,-14.959296638332512,0,-4.727387818712341,-1.3862943611198906,-3.75901583492543,-0.5633711638748847,-12.871444533127391,-1.3862943611198906,-10.408405761837653,-11.806862931584517,-14.959841313840421,-1.3862943611198906,-12.367328027087364,-1.0178805503185573,-1.3862943611198906,-0.20277735447343828}}",{7.3901814282264295},{1},"{16385,16430,16413,16413,16406,16399,16418,16435,16435,16440,16457,16464,16478,16488,16495,16507}"
-1573023350148659030,-1724656671,11,"{{-3.035193843098563,-10.408405761837653,-1.9459101490553135,-1.252762968495368,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-0.02774688348990703,-0.6003735468458322,-10.420568570464626}}",{6.340359303727752},{1},"{16430,16413,16435,16440,16447,16464,16471,16478,16507}"
-1573023350148659030,1250083668,10,"{{-11.806862931584517,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-1.3862943611198906,-0.2876820724517809,-0.027073011310292976,-0.605513364021787,-10.420568570464626}}",{6.263398262591624},{1},"{16430,16413,16413,16435,16440,16471,16478,16507}"
-1723239386245354632,-208070636,12,"{{-1.0986122886681093,-1.3862943611198906,-0.716729743982762,-0.20277735447343828,-0.09757607864763095,-12.367328027087364,-0.11241496692698875,-1.739495277423651,-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-2.772588722239781},{-1.0986122886681093,-1.3862943611198906,-0.7196417322400421,-0.20444753907275423,-0.09797250659770443,-12.367328027087364,-0.11133387618242173,-1.381701778177125,-1.3862943611198906,-1.3862943611198906,-3.7826452271286155,-2.772588722239781}}","{5.820082930352362,5.820082930352362}","{1,1}","{16430,16413,16418,16425,16452,16457,16483,16507}"
7420183357700622221,758532647,0,,{0},{1},"{16418,16440,16457,16478,16507}"
5372730239182956237,-1451564002,5,"{{-10.408405761837653,-1.3862943611198906,-1.3862943611198906,-0.02774688348990703,-10.420568570464626}}",{10.306382694441655},{1},"{16430,16413,16440,16471,16478}"
-1573023350148659030,68551010,5,"{{-3.035193843098563,-10.408405761837653,-1.3862943611198906,-0.2876820724517809,-10.420568570464626}}",{9.3101857069459},{1},"{16430,16413,16440,16464,16478}"
1025902338300761143,-539919542,7,"{{-9.210340371976182,-9.504277838590472,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-10.408405761837653,-1.9593527751870468}}",{7.715569534520208},{1},"{16430,16413,16435,16440,16471,16478}"
-5951735317690032369,552047842,10,"{{-0.09990700750139014,-0.11175271288733526,-10.403077093213303,-0.6684102286379967,-0.2876820724517809,-12.367328027087364,0,-2.890371757896165,-1.3862943611198906,-10.708250642916408}}",{9.60904937558734},{1},"{16418,16425,16440,16452,16457,16478,16483,16507}"
-2787191317670660246,-1943918860,1,{{-14.743062444355063}},{0},{1},{16507}
7519382914444524780,996756572,7,"{{-0.8799588309059216,-4.727387818712341,-4.727387818712341,-15.242824734036668,-3.351265039837249,-9.219334027267664,-10.832793221487778}}",{6.625392368007956},{1},"{16399,16418,16435,16457,16471,16488}"
-310926232940389306,1957364948,7,"{{-9.210340371976182,-10.408405761837653,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-9.727421389904682,-0.6003735468458322}}",{12.408486820248699},{1},"{16430,16413,16413,16399,16440,16478,16507}"
1693774000992751456,-1510710778,15,"{{-3.373449119221902,-14.959296638332512,0,-1.3862943611198906,-3.75901583492543,-0.5633711638748847,-12.871444533127391,-1.3862943611198906,-10.408405761837653,-12.9658966843544,-11.806862931584517,-14.959841313840421,-1.3862943611198906,-1.3862943611198906,-0.20277735447343828}}",{4.882801922586371},{1},"{16385,16430,16413,16413,16406,16399,16440,16457,16464,16478,16507}"
1025902338300761143,2087778131,9,"{{-0.605513364021787,-9.504277838590472,-15.242824734036668,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-10.399707023912757,-1.9556357123242274}}",{11.096985688568044},{1},"{16430,16413,16399,16435,16440,16471,16478,16488,16507}"
5068614643165729469,759790669,7,"{{-1.464962438170828,-2.4849066497880004,0,-3.57214689205388,-3.7288684642681638,-3.356035252208902,-2.4849066497880004}}",{9.560151815893512},{1},"{16385,16399,16457,16464,16488,16502}"
-6846011022746249658,1980772425,5,"{{-14.743062444355063,-2.890371757896165,-3.7826452271286155,-14.743062444355063,-3.0460436056870113}}",{3.6109179126442243},{1},"{16452,16483,16507,16507}"
-4209927756710409746,586183682,9,"{{-0.820162704296519,-1.0178805503185573,-1.77923003228001,-1.77923003228001,-3.510370556689883,-12.31028102152445,-0.20277735447343828,-10.832793221487778,-7.287787566045318}}",{3.6109179126442243},{1},"{16392,16418,16457,16464,16478,16507}"
-3210595597316270705,-1244607664,1,{{-4.727387818712341}},{0},{1},{16435}
-4074774145614403639,-2006835374,2,"{{-13.29168597461982,-0.6684529101572371}}",{2.772588722239781},{1},{16457}
-9026514954839072455,-1223869371,8,"{{-4.727387818712341,-4.727387818712341,-3.2322152763048084,-0.3445863992273025,-4.727387818712341,-3.984593682059972,-0.820162704296519,-4.727387818712341}}",{6.322565239927284},{1},"{16435,16435,16464,16471,16507}"
6841805925482126349,-411383359,13,"{{-9.210340371976182,-0.6003735468458322,-15.242824734036668,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-2.728318396736584,-1.9459101490553135,0,-1.3862943611198906,-14.959841313840421,-4.727387818712341,-4.727387818712341}}",{9.254357257392957},{1},"{16430,16413,16413,16406,16399,16435,16447,16471,16488,16507}"
-310926232940389306,2055328694,2,"{{-15.242824734036668,-9.211246966826506}}",{0},{1},{16488}
3549109824785540005,412420958,20,"{{-3.373449119221902,-2.4849066497880004,-2.4849066497880004,-3.9108213229262208,-1.4638956203698332,-4.727387818712341,0,-4.727387818712341,-1.3862943611198906,-3.7227810056611594,-0.5633711638748847,-1.3862943611198906,-10.408405761837653,-11.806862931584517,-14.959841313840421,-1.3862943611198906,-12.367328027087364,-1.0178805503185573,-1.3862943611198906,-0.20277735447343828},{-3.356035252208902,-2.4849066497880004,-2.4849066497880004,-3.57214689205388,-1.464962438170828,-4.727387818712341,0,-4.727387818712341,-1.3862943611198906,-3.7288684642681638,-0.5674274313371713,-1.3862943611198906,-10.399707023912757,-11.806862931584517,-14.959841313840421,-1.3862943611198906,-12.367328027087364,-1.0174010043147557,-1.3862943611198906,-0.20444753907275423}}","{9.699411063939143,9.699411063939143}","{1,1}","{16385,16430,16413,16413,16406,16399,16418,16435,16440,16457,16464,16478,16488,16495,16502,16507}"
-460740518707800565,-1466556625,2,"{{-1.0178805503185573,-12.367328027087364}}",{0},{1},{16418}
816913887554954199,-1144498351,5,"{{-11.806862931584517,-15.242824734036668,-10.408405761837653,-1.0178805503185573,-12.367328027087364}}",{14.85668968917151},{1},"{16399,16418,16440,16457,16478,16488}"
-5949668645089970217,-1444519392,4,"{{-0.9101093544466404,-3.035889670665354,-10.420568570464626,-10.407535888045164}}",{8.9085593751449},{1},"{16440,16464,16478,16507}"
-1723239386245354632,-783984861,13,"{{-2.7623154614136407,-1.3862943611198906,-0.7196417322400421,-0.20444753907275423,-0.09797250659770443,-12.367328027087364,-0.11133387618242173,-1.3862943611198906,-1.3862943611198906,-1.381701778177125,-1.3862943611198906,-3.7826452271286155,-2.890371757896165}}",{7.047517221357296},{1},"{16430,16413,16418,16425,16452,16457,16464,16483,16507}"
1693774000992751456,1522380127,2,"{{-2.4849066497880004,-2.4849066497880004}}",{0},{1},{16502}
7915967579038312663,2073789962,10,"{{-1.4640023021499327,-2.4849066497880004,-3.72338975152186,-12.367328027087364,-14.959841313840421,-4.727387818712341,-0.6008875285634276,-1.017832595718177,-4.727387818712341,-2.4387499673980533},{-1.4638956203698332,-2.4849066497880004,-3.7227810056611594,-12.367328027087364,-15.685677034192969,-4.727387818712341,-0.6003735468458322,-1.0178805503185573,-4.727387818712341,-2.3978952727983707},{-1.464962438170828,-2.4849066497880004,-3.7288684642681638,-10.828579440363352,-14.959841313840421,-4.727387818712341,-0.605513364021787,-1.0174010043147557,-4.727387818712341,-2.443289377909129}}","{14.381190777150668,14.381190777150668,14.381190777150668}","{1,1,1}","{16385,16406,16399,16418,16435,16457,16464,16488,16502,16507}"
